sample_index,id,sample_id,client_id,sentence_id,primary_accent,clip,audio_duration_sec,whisper_runtime_sec,whisper_generation_runtime_sec,whisper_prepost_overhead_sec,whisper_generated_token_count,whisper_generation_limit_reached,asr_status,asr_error,nllb_runtime_sec,nllb_generation_runtime_sec,nllb_prepost_overhead_sec,nllb_generated_token_count,nllb_generation_limit_reached,mt_status,mt_error,cascade_stage_sum_runtime_sec,cascade_generation_sum_runtime_sec,cascade_realtime_factor,runtime_scope,cascade_status,cascade_error
24,sample_0025,spk_0563,,82e462e27c9dc46470fcf4dc66cf9bd02f52af7eace2c5ce936d04652f970aff,England English,common_voice_en_18343970.mp3,3.336,0.6643082430000504,0.6343970789994273,0.029911164000623103,9.0,False,success,,0.1520794140014914,0.15106656699936138,0.0010128470021300018,13.0,False,success,,0.8163876570015418,0.7854636459987887,0.24472052068391542,staged_whisper_pipeline_plus_nllb_pipeline,success,
25,sample_0026,spk_1516,,21ab88c247c6a72eab8675717b0c89cbbede062cf4e9c5982de5922ca86d713c,England English,common_voice_en_664895.mp3,4.32,1.1647618080005486,1.1333513540002969,0.031410454000251775,20.0,False,success,,0.18990459599990572,0.188787967999815,0.0011166280000907136,16.0,False,success,,1.3546664040004543,1.3221393220001119,0.31358018611121624,staged_whisper_pipeline_plus_nllb_pipeline,success,
26,sample_0027,spk_0449,,de08fecea1d4da54b4172f7a3a344a5be98408e2c4b46c8098fc62ede02af7f3,England English,common_voice_en_669158.mp3,2.76,0.5862595850003345,0.5607348690000435,0.025524716000290937,7.0,False,success,,0.16178808500080777,0.1607234500006598,0.0010646350001479732,13.0,False,success,,0.7480476700011423,0.7214583190007033,0.2710317644931675,staged_whisper_pipeline_plus_nllb_pipeline,success,
27,sample_0028,spk_0982,,b9dc4e625afbadbd9c3f5e36e98d450e9eca71d0034583cf37339c163307829b,England English,common_voice_en_547812.mp3,2.904,0.7418843470004504,0.711841628000002,0.030042719000448415,8.0,False,success,,0.14813597099964682,0.14725110600011249,0.0008848649995343294,11.0,False,success,,0.8900203180000972,0.8590927340001144,0.3064808257576092,staged_whisper_pipeline_plus_nllb_pipeline,success,
28,sample_0029,spk_1143,,1a8e989bf1f9d60c027bff097459535838af57390430f7c9815d85cf9ebc860c,England English,common_voice_en_125869.mp3,6.936,0.8742246680003518,0.835089049999624,0.039135618000727845,18.0,False,success,,0.32907620200057863,0.32795026900021185,0.0011259330003667856,27.0,False,success,,1.2033008700009304,1.1630393189998358,0.17348628460221027,staged_whisper_pipeline_plus_nllb_pipeline,success,
29,sample_0030,spk_0495,,26aa98eaec6631fd11de4995fb41dbfd73a99c2531fac138deacff0d0ce22e1d,England English,common_voice_en_19831855.mp3,4.128,0.568879929999639,0.5365905740000017,0.03228935599963734,9.0,False,success,,0.15485615400029928,0.15385619100015901,0.0009999630001402693,13.0,False,success,,0.7237360839999383,0.6904467650001607,0.17532366375967495,staged_whisper_pipeline_plus_nllb_pipeline,success,
30,sample_0031,spk_1122,,01bce8ab0f91b99340d12a6ab714a52856b31280c10bb779c4a28d3830880666,England English,common_voice_en_18712202.mp3,4.392,0.7184576179997748,0.6943905220005036,0.02406709599927126,14.0,False,success,,0.21979950400054804,0.2185874930000864,0.0012120110004616436,19.0,False,success,,0.9382571220003229,0.91297801500059,0.2136286707651008,staged_whisper_pipeline_plus_nllb_pipeline,success,
31,sample_0032,spk_0171,,bc79ce1c5da33e53206736767b2ee356ff14c8b75c3e6787b9f1f4749fd7f018,England English,common_voice_en_675469.mp3,8.256,0.7840385040008186,0.7542768940002134,0.029761610000605287,16.0,False,success,,0.27659666999898036,0.2755512229996384,0.001045446999341948,22.0,False,success,,1.060635173999799,1.0298281169998518,0.12846840770346402,staged_whisper_pipeline_plus_nllb_pipeline,success,
32,sample_0033,spk_1502,,ff96fa2139b2c10b52c4217b93c489d98b6b77e12b7e3a28226c61f818bfda31,England English,common_voice_en_599253.mp3,4.032,0.6493642890000046,0.6258050110000113,0.023559277999993355,12.0,False,success,,0.2066775739986042,0.20558011299908685,0.0010974609995173523,18.0,False,success,,0.8560418629986088,0.8313851239990981,0.21231196998973434,staged_whisper_pipeline_plus_nllb_pipeline,success,
33,sample_0034,spk_1483,,1e64d08d4caff31c4a350e8fee8f560f0cf49540efe4313a140b21789d24640f,England English,common_voice_en_19677069.mp3,5.664,0.698256809000668,0.6707196639999893,0.02753714500067872,13.0,False,success,,0.20248122100019827,0.20079532399904565,0.0016858970011526253,17.0,False,success,,0.9007380300008663,0.8715149879990349,0.15902860699167837,staged_whisper_pipeline_plus_nllb_pipeline,success,
34,sample_0035,spk_1272,,02da02f8343391f6190a77f2a4ded0c200b33529bf7a91fd8d803fa2862d8cc6,England English,common_voice_en_18739948.mp3,5.04,0.8155453710005531,0.7878523689996655,0.027693002000887645,15.0,False,success,,0.3045858669993322,0.3034127160008211,0.0011731509985111188,18.0,False,success,,1.1201312379998853,1.0912650850004866,0.22224826150791377,staged_whisper_pipeline_plus_nllb_pipeline,success,
35,sample_0036,spk_1213,,0cfd154307dca1ec33293ade236b8266eaa90abaff5fb63495602368ca7e93a8,England English,common_voice_en_19028347.mp3,6.72,0.7892517279997264,0.7561997519997021,0.0330519760000243,16.0,False,success,,0.4980328740002733,0.49677891799910867,0.0012539560011646245,32.0,False,success,,1.2872846019999997,1.2529786699988108,0.19156020863095236,staged_whisper_pipeline_plus_nllb_pipeline,success,
36,sample_0037,spk_0441,,0ed8d8823a634fd574b280ccceb59d0a13e715b742d33f912dbc042e86d45220,England English,common_voice_en_19114948.mp3,5.304,0.7496438719999787,0.7166657179996037,0.03297815400037507,15.0,False,success,,0.15659246900031576,0.1553155700003117,0.0012768990000040503,11.0,False,success,,0.9062363410002945,0.8719812879999154,0.17085903865013094,staged_whisper_pipeline_plus_nllb_pipeline,success,
37,sample_0038,spk_0241,,ad4ced20eed03fba3d861c4b0c046977547d53e30d7ba577e10e4bc196a04c64,England English,common_voice_en_18354721.mp3,3.504,0.5794771669998227,0.5560048090001146,0.023472357999708038,9.0,False,success,,0.11583656199945835,0.11491405299966573,0.0009225089997926261,8.0,False,success,,0.695313728999281,0.6709188619997803,0.19843428339020577,staged_whisper_pipeline_plus_nllb_pipeline,success,
38,sample_0039,spk_1249,,fd9382c678797882fb9cb4ff13156b5c,England English,common_voice_en_17255643.mp3,5.664,0.670882096999776,0.6421282169994811,0.028753880000294885,12.0,False,success,,0.3542149300010351,0.3514463920000708,0.002768538000964327,21.0,False,success,,1.025097027000811,0.9935746089995519,0.18098464459760083,staged_whisper_pipeline_plus_nllb_pipeline,success,
39,sample_0040,spk_0733,,be19afd10cfc0880d41a5a401a529bd9e0407ca936483d74f25aa926ea975c62,England English,common_voice_en_565864.mp3,7.176,0.853475800000524,0.8221078960004888,0.031367904000035196,18.0,False,success,,0.21827766899878043,0.21697565599970403,0.0013020129990763962,13.0,False,success,,1.0717534689993045,1.0390835520001929,0.14935249010581164,staged_whisper_pipeline_plus_nllb_pipeline,success,
40,sample_0041,spk_0567,,09fc8ca7816d20588c504d05e41f08cf,England English,common_voice_en_17271135.mp3,3.336,0.5737774079998417,0.5516544399997656,0.02212296800007607,9.0,False,success,,0.14403499900072347,0.14282421200005047,0.0012107870006730082,9.0,False,success,,0.7178124070005651,0.6944786519998161,0.2151715848323037,staged_whisper_pipeline_plus_nllb_pipeline,success,
41,sample_0042,spk_0436,,6bd6f05996da7e9b569eef2d1d0aef5f651432bd4617d4971f02a847234bc6ca,England English,common_voice_en_23417661.mp3,5.904,0.7783200800004124,0.7512577160005094,0.027062363999903027,14.0,False,success,,0.24883515200053807,0.24543460700078867,0.0034005449997493997,15.0,False,success,,1.0271552320009505,0.9966923230012981,0.17397615718173282,staged_whisper_pipeline_plus_nllb_pipeline,success,
42,sample_0043,spk_1315,,a2492f87563968e80f707ead8ed0dfc5875e0ec17b4fda7a865da082fa156c1e,England English,common_voice_en_21007.mp3,3.336,0.7116330949993426,0.6816453000001275,0.02998779499921511,10.0,False,success,,0.23986829499881424,0.23871834100100386,0.0011499539978103712,15.0,False,success,,0.9515013899981568,0.9203636410011313,0.2852222392080806,staged_whisper_pipeline_plus_nllb_pipeline,success,
43,sample_0044,spk_0304,,2f97f63fbf731016015579794b06105a934bd81f964029c5b91ee15a1675e21d,England English,common_voice_en_20106626.mp3,4.056,0.9965648309998869,0.9585468209997998,0.03801801000008709,15.0,False,success,,0.228576649000388,0.22747764300038398,0.0010990060000040103,14.0,False,success,,1.225141480000275,1.1860244640001838,0.302056577909338,staged_whisper_pipeline_plus_nllb_pipeline,success,
44,sample_0045,spk_1489,,1718d0b8fd3e51ea1fe65afb041c063d63966b9fde10bc970933acece953af21,England English,common_voice_en_19501760.mp3,3.288,0.5753193499995177,0.5443940400000429,0.030925309999474848,7.0,False,success,,0.18787089600118634,0.18601718100035214,0.0018537150008341996,12.0,False,success,,0.7631902460007041,0.730411221000395,0.23211382177636986,staged_whisper_pipeline_plus_nllb_pipeline,success,
45,sample_0046,spk_0383,,0f74503866b2f5d62acca71ae001c6a7e9b3359decc0958c12716c0ab913ad5c,England English,common_voice_en_19150918.mp3,5.352,0.9147762729999158,0.8811193260007713,0.033656946999144566,12.0,False,success,,0.3408132349995867,0.3396098899993376,0.0012033450002491008,18.0,False,success,,1.2555895079995025,1.2207292160001089,0.23460192600887564,staged_whisper_pipeline_plus_nllb_pipeline,success,
46,sample_0047,spk_0042,,3105f4dd2a240ab0c5ea46874b1cae03a929613f333c6e1011c84f13b5936633,England English,common_voice_en_533001.mp3,3.456,0.5585801010001887,0.5265105179996681,0.03206958300052065,7.0,False,success,,0.24928989500040188,0.2483374229996116,0.0009524720007902943,14.0,False,success,,0.8078699960005906,0.7748479409992797,0.23375867939831904,staged_whisper_pipeline_plus_nllb_pipeline,success,
47,sample_0048,spk_0472,,b1902da651063b75479d1e624033127e701ac0125dbf18a77c2cc8ba875fe1ee,England English,common_voice_en_18547137.mp3,3.528,0.6111173959998268,0.58579818599992,0.02531920999990689,10.0,False,success,,0.18158999799925368,0.18065491099878273,0.0009350870004709577,12.0,False,success,,0.7927073939990805,0.7664530969987027,0.22469030442150809,staged_whisper_pipeline_plus_nllb_pipeline,success,
48,sample_0049,spk_1575,,7e193bbca637c3b8456c99cffb14a990,England English,common_voice_en_17267429.mp3,3.096,0.439709631000369,0.41505790499923023,0.02465172600113874,5.0,False,success,,0.09056389999932435,0.08981014199889614,0.0007537580004282063,7.0,False,success,,0.5302735309996933,0.5048680469981264,0.17127698029705857,staged_whisper_pipeline_plus_nllb_pipeline,success,
49,sample_0050,spk_1254,,26652929e4a5b4d86aff7b6898bc84fe81e591dbec788e7f4bf7afb104f543f6,England English,common_voice_en_536962.mp3,3.528,0.5433113930002946,0.5166081249999479,0.026703268000346725,8.0,False,success,,0.13457701500010444,0.13379079900005308,0.0007862160000513541,11.0,False,success,,0.6778884080003991,0.650398924000001,0.1921452403629249,staged_whisper_pipeline_plus_nllb_pipeline,success,
50,sample_0051,spk_0733,,0e67e72e1b8fc9a633c31f8b865d9920cdab6952118aac32fbd65ed82182abf9,England English,common_voice_en_565775.mp3,3.192,0.5667539180003587,0.542807670000002,0.023946248000356718,8.0,False,success,,0.11848035100047127,0.11581525600013265,0.0026650950003386242,9.0,False,success,,0.68523426900083,0.6586229260001346,0.214672390037854,staged_whisper_pipeline_plus_nllb_pipeline,success,
51,sample_0052,spk_1095,,321848e1166b528f249a5ee1cf6f9e5378a1ffd5db6ad15b1fa750b1ebdba3be,England English,common_voice_en_518159.mp3,5.208,0.657394978999946,0.6228134330003741,0.03458154599957197,12.0,False,success,,0.14885689000038838,0.147745833000954,0.0011110569994343678,12.0,False,success,,0.8062518690003344,0.7705592660013281,0.15481026670513334,staged_whisper_pipeline_plus_nllb_pipeline,success,
52,sample_0053,spk_0174,,3866cda3af749053d13535777baa90d323b8b721218344f735eb06fbec9f3ab3,England English,common_voice_en_632619.mp3,2.328,0.4552061699996557,0.4325711149995186,0.022635055000137072,5.0,False,success,,0.12033655099912721,0.11741713199990045,0.002919418999226764,10.0,False,success,,0.5755427209987829,0.5499882469994191,0.2472262547245631,staged_whisper_pipeline_plus_nllb_pipeline,success,
53,sample_0054,spk_1247,,c9e21fc39fb1314e4feba509a9bc6deff012f6e78259a4a4d14fe1b9d1f9787f,England English,common_voice_en_17752590.mp3,1.728,0.5062271719998535,0.48401878899949224,0.02220838300036121,7.0,False,success,,0.1110981889996765,0.11034481899878301,0.0007533700008934829,8.0,False,success,,0.61732536099953,0.5943636079982753,0.3572484728006539,staged_whisper_pipeline_plus_nllb_pipeline,success,
54,sample_0055,spk_0411,,1bf02f3314ae3789efb10bbed7814469942665e0067bb99e6cc6f52b79f2cfe5,England English,common_voice_en_19635950.mp3,7.68,0.8375332240002535,0.8077041689994076,0.029829055000845983,17.0,False,success,,0.2622171929997421,0.2612492759999441,0.0009679169997980352,22.0,False,success,,1.0997504169999957,1.0689534449993516,0.14319666888020777,staged_whisper_pipeline_plus_nllb_pipeline,success,
55,sample_0056,spk_0969,,b2a3db858e7d879d6dcb5ec53c53bde661a4f898c9f7ff07e6c1188987650a93,England English,common_voice_en_130041.mp3,4.584,0.6421003929999642,0.6164710479997666,0.025629345000197645,11.0,False,success,,0.22615311500157986,0.22511079600008088,0.0010423190014989814,18.0,False,success,,0.8682535080015441,0.8415818439998475,0.18940957853436827,staged_whisper_pipeline_plus_nllb_pipeline,success,
56,sample_0057,spk_0241,,2f58a017c6eb253d7f8865608e0c14a559972a91d4c1b41f567bc45afc75f420,England English,common_voice_en_18354722.mp3,5.544,0.6086022649997176,0.5743827379992581,0.03421952700045949,10.0,False,success,,0.15002524800001993,0.14905796600032772,0.0009672819996922044,12.0,False,success,,0.7586275129997375,0.7234407039995858,0.13683757449490216,staged_whisper_pipeline_plus_nllb_pipeline,success,
57,sample_0058,spk_0406,,b7acfc8f1767d19c8de786186cdc1bdbf771f92da0c49339addf6fef2910ba0a,England English,common_voice_en_17400454.mp3,3.24,0.6732682570000179,0.6493832340001973,0.02388502299982065,12.0,False,success,,0.1750263169997197,0.1739766470000177,0.0010496699997020187,13.0,False,success,,0.8482945739997376,0.823359881000215,0.26181931296288197,staged_whisper_pipeline_plus_nllb_pipeline,success,
58,sample_0059,spk_1412,,767f4ab649683c81201b9b98ec719a1e7dd590ca8f2cb1dd7772d144c3caff49,England English,common_voice_en_17390140.mp3,3.528,0.5756337430002532,0.5502868820003641,0.02534686099988903,9.0,False,success,,0.23182994099988719,0.22804196200013394,0.00378797899975325,14.0,False,success,,0.8074636840001403,0.7783288440004981,0.22887292630389466,staged_whisper_pipeline_plus_nllb_pipeline,success,
59,sample_0060,spk_0440,,c21c942a905b5f91fee7b2969d8c2111c602400d33878a8f1568d44f84878dbb,England English,common_voice_en_17522732.mp3,4.368,0.5667792829999598,0.5415754919995379,0.025203791000421916,9.0,False,success,,0.21274424000148429,0.21151761799956148,0.0012266220019228058,17.0,False,success,,0.7795235230014441,0.7530931099990994,0.1784623450094881,staged_whisper_pipeline_plus_nllb_pipeline,success,
60,sample_0061,spk_0567,,ba2b39f6b62a214f193512cd00750f75,England English,common_voice_en_17271120.mp3,6.336,0.7363250340004015,0.7101055849998374,0.026219449000564055,14.0,False,success,,0.2463569589999679,0.24520665800082497,0.001150300999142928,20.0,False,success,,0.9826819930003694,0.9553122430006624,0.15509501152152294,staged_whisper_pipeline_plus_nllb_pipeline,success,
61,sample_0062,spk_0863,,317c6928c294b518e2ed26b7f086ec9d,England English,common_voice_en_17266900.mp3,4.272,0.5480547659999502,0.5221986260003177,0.025856139999632433,8.0,False,success,,0.16769812100028503,0.16666572299982363,0.0010323980004613986,14.0,False,success,,0.7157528870002352,0.6888643490001414,0.16754515145136592,staged_whisper_pipeline_plus_nllb_pipeline,success,
62,sample_0063,spk_0319,,0c87bc9d5f8587d092d840bb73508c6048d31d91a161e44246199836c38462e4,England English,common_voice_en_19014152.mp3,5.088,0.669188105000103,0.6441083899999285,0.025079715000174474,10.0,False,success,,0.15912417300023662,0.15622197199991206,0.002902201000324567,12.0,False,success,,0.8283122780003396,0.8003303619998405,0.16279722444975228,staged_whisper_pipeline_plus_nllb_pipeline,success,
63,sample_0064,spk_1385,,1ddcd5297fa32d73ee4aa6f36bd582cf8da386aa1122ff9873adca79e4c24c6b,England English,common_voice_en_19670365.mp3,5.304,0.8547194329994454,0.8184669579995898,0.03625247499985562,13.0,False,success,,0.1602633220009011,0.15718346200083033,0.0030798600000707665,13.0,False,success,,1.0149827550003465,0.9756504200004201,0.19136175622178478,staged_whisper_pipeline_plus_nllb_pipeline,success,
64,sample_0065,spk_0913,,e567c083423aae23822caab255345a6d1011f196cf37758058eba12c2888806f,England English,common_voice_en_69146.mp3,2.136,0.5840392999998585,0.559780650999528,0.02425864900033048,5.0,False,success,,0.10978110500036564,0.10882501600099204,0.0009560889993736055,9.0,False,success,,0.6938204050002241,0.66860566700052,0.3248222869851236,staged_whisper_pipeline_plus_nllb_pipeline,success,
65,sample_0066,spk_0962,,85dc4f338d366ba37feb6cdd684012eb32f92bb0840ae879ec19232bb04ebddf,England English,common_voice_en_17806923.mp3,4.368,0.7627223169993158,0.7292951190001986,0.0334271979991172,11.0,False,success,,0.18665202100055467,0.18369662999975844,0.002955391000796226,16.0,False,success,,0.9493743379998705,0.912991748999957,0.21734760485345017,staged_whisper_pipeline_plus_nllb_pipeline,success,
