sample_index,id,sample_id,client_id,sentence_id,primary_accent,clip,audio_duration_sec,direct_runtime_sec,direct_generation_runtime_sec,direct_prepost_overhead_sec,direct_realtime_factor,generated_token_count,generation_limit_reached,runtime_scope,direct_status,direct_error
0,,spk_1329,,011490baf5692eb45577c9673689ba64ea5042f8ed216fa3af3d2f5cdd6bdbdc,England English,common_voice_en_470969.mp3,3.624,1.250223212999117,1.171805822999886,0.07841738999923109,0.3449843302977696,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
1,,spk_1385,,1de2845a12b84bcdfad2a954b83e79e5a54064eae0bce7da51d8576d19c483c3,England English,common_voice_en_19670219.mp3,9.264,1.9805513690007501,1.9086787269989145,0.07187264200183563,0.21379008732736943,32,False,audio_load_to_text_decode_end_to_end_pipeline,success,
2,,spk_0337,,4933d68ff7a8bed9b55641bd748c0a15,England English,common_voice_en_17262688.mp3,2.016,0.8873151930001768,0.8726811150008871,0.01463407799928973,0.4401365044643734,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
3,,spk_1445,,0dabc6a9640a139f548310fdd8306873589727eac1b58459182d8dab32276675,England English,common_voice_en_19057705.mp3,4.584,0.9603664879996359,0.9217510919988854,0.03861539600075048,0.20950403315873384,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
4,,spk_1337,,ad82860cbbd707b2ef54935f72957bdb744a9034e5e7dba0dc3d9523503162ff,England English,common_voice_en_48612.mp3,2.808,0.9565718750000087,0.9386474809998617,0.017924394000147004,0.34065949964387776,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
5,,spk_0175,,c3a9f2dea7a7cb101a9fc643bcf85da5cfefa11dba136a7d62cf689a6ef0b6c7,England English,common_voice_en_18166047.mp3,3.312,0.9056596680002258,0.8831002159986383,0.022559452001587488,0.27344796739137256,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
6,,spk_0528,,d15f1e30bbd05c07461d11ac4192a9393a8aa82a00571cdbf3db8e6d46acc7fd,England English,common_voice_en_11812839.mp3,3.384,0.9263504970003851,0.9043576350013609,0.02199286199902417,0.27374423670224146,10,False,audio_load_to_text_decode_end_to_end_pipeline,success,
7,,spk_0987,,e4a25857d6ab2440d1fd4ddcc7b8102ce1e01d833a171d176b33296925d9a2ce,England English,common_voice_en_17847613.mp3,3.624,0.7201963269999396,0.6983122769997863,0.021884050000153366,0.19872967080572285,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
8,,spk_0608,,fd71dabc355603f69effef286b876383e7c457b9a4300dc3a9007232d3c1e3a0,England English,common_voice_en_17252567.mp3,2.304,0.8376396069998009,0.8210810640011914,0.016558542998609482,0.3635588572047747,7,False,audio_load_to_text_decode_end_to_end_pipeline,success,
9,,spk_1355,,83554214cfcb106ab5802e28948d01c946423853b5c7849cce8d23f54662e63e,England English,common_voice_en_17699256.mp3,3.12,1.0817340960002184,1.0621866950004915,0.01954740099972696,0.34670964615391614,14,False,audio_load_to_text_decode_end_to_end_pipeline,success,
10,,spk_0937,,5414a3dd05e8139e85e836fe78ffa5a0000e0209af2ca73190ecbb01a1f67a6a,England English,common_voice_en_674206.mp3,2.784,0.9008158730011928,0.8843650749986409,0.016450798002551892,0.32356891989985376,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
11,,spk_0392,,a81db92c9202c9ede2df61532cf40d55,England English,common_voice_en_17265534.mp3,4.776,1.2269510249989253,1.200097367998751,0.02685365700017428,0.25689929334148354,16,False,audio_load_to_text_decode_end_to_end_pipeline,success,
12,,spk_1330,,69bc7bb74f1be523a79a74d07b7998bac00a2587507052993b79a153ebd4b929,England English,common_voice_en_148713.mp3,8.976,1.9600845719996869,1.8871689580009843,0.07291561399870261,0.21836949331547312,24,False,audio_load_to_text_decode_end_to_end_pipeline,success,
13,,spk_0274,,8cfe3ee51896970bcb7afc67f7ff9a76b25dc6946e32a50fee558519b7a01816,England English,common_voice_en_18087457.mp3,3.456,1.5344257859997015,1.5067858550009987,0.027639930998702766,0.44398894270824696,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
14,,spk_0977,,b91243d7818613721bfcf7a89f2258e5044377e653b06856bc2460460fcc5c7d,England English,common_voice_en_690562.mp3,2.664,0.9712735659995815,0.9534043620005832,0.017869203998998273,0.3645921794292723,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
15,,spk_1311,,df3c337cd0fc8c91aed58b60513e38b70359bc4678a0484a03cff550080b483d,England English,common_voice_en_637849.mp3,2.52,1.0032295869987138,0.9853171750000911,0.0179124119986227,0.39810697896774355,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
16,,spk_0416,,58b17801e3ab5dd995c18314ae7fb663d7a7d563a95cee67914604bfed3b687f,England English,common_voice_en_18474958.mp3,3.816,0.9515285450015654,0.9274683099993126,0.02406023500225274,0.24935234407797835,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
17,,spk_0661,,927bf3ff7ec4a9cddaf16533df87ea8e9a73e609290ff07b9bd3e9ca811d4717,England English,common_voice_en_319540.mp3,2.76,0.937472257999616,0.9190058050007792,0.018466452998836758,0.3396638615940638,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
18,,spk_1160,,bafe6a43d11c5aab9911fef3c80b8ba5d579bbbb6ad12e356839993766d7702c,England English,common_voice_en_17586918.mp3,4.68,0.8939523979988735,0.8677657049993286,0.026186692999544903,0.19101546965787897,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
19,,spk_1537,,182aaf3ff0c6885be02fa859703a3fdd5fef098c093c06a75f27d48840ab2e18,England English,common_voice_en_19534575.mp3,7.296,1.2204726399995707,1.1818504799994116,0.038622160000159056,0.16727969298239728,21,False,audio_load_to_text_decode_end_to_end_pipeline,success,
20,,spk_0147,,114c527fd5338e110321992f1891b71afa10cec36763b44bce62733bab178c7a,England English,common_voice_en_698176.mp3,2.472,1.0072799600002327,0.9911067299999559,0.016173230000276817,0.4074757119742042,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
21,,spk_0857,,114c527fd5338e110321992f1891b71afa10cec36763b44bce62733bab178c7a,England English,common_voice_en_548502.mp3,2.664,0.745500078999612,0.727835772000617,0.017664306998995016,0.27984237199685136,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
22,,spk_0916,,1a3614c3e7c744490fe984ff96cffd8d521610127f7aca155f7a9ab9ce59f6fa,England English,common_voice_en_19599203.mp3,8.976,1.0813608829994337,1.0363068589995237,0.04505402399990999,0.12047246913986559,24,False,audio_load_to_text_decode_end_to_end_pipeline,success,
23,,spk_0334,,2c2420f2951acf3c9f43fb2e9b314b2be57f4770498aa7ad4a01803f073aa90c,England English,common_voice_en_20001206.mp3,4.464,1.1597095360011735,1.13036612399992,0.029343412001253455,0.2597915627242772,16,False,audio_load_to_text_decode_end_to_end_pipeline,success,
24,,spk_0563,,82e462e27c9dc46470fcf4dc66cf9bd02f52af7eace2c5ce936d04652f970aff,England English,common_voice_en_18343970.mp3,3.336,1.6807193240001652,1.6372596269993664,0.04345969700079877,0.5038127470024476,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
25,,spk_1516,,21ab88c247c6a72eab8675717b0c89cbbede062cf4e9c5982de5922ca86d713c,England English,common_voice_en_664895.mp3,4.32,1.9098221490003198,1.8709281100000226,0.0388940390002972,0.44208846041674066,18,False,audio_load_to_text_decode_end_to_end_pipeline,success,
26,,spk_0449,,de08fecea1d4da54b4172f7a3a344a5be98408e2c4b46c8098fc62ede02af7f3,England English,common_voice_en_669158.mp3,2.76,0.9890751180009829,0.949884880999889,0.03919023700109392,0.35836055000035616,10,False,audio_load_to_text_decode_end_to_end_pipeline,success,
27,,spk_0982,,b9dc4e625afbadbd9c3f5e36e98d450e9eca71d0034583cf37339c163307829b,England English,common_voice_en_547812.mp3,2.904,1.0360566950002976,1.0159672200006753,0.020089474999622325,0.3567688343664937,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
28,,spk_1143,,1a8e989bf1f9d60c027bff097459535838af57390430f7c9815d85cf9ebc860c,England English,common_voice_en_125869.mp3,6.936,1.2965486619996227,1.2583550839990494,0.038193578000573325,0.1869303145904877,23,False,audio_load_to_text_decode_end_to_end_pipeline,success,
29,,spk_0495,,26aa98eaec6631fd11de4995fb41dbfd73a99c2531fac138deacff0d0ce22e1d,England English,common_voice_en_19831855.mp3,4.128,1.0211718170012318,0.993899445000352,0.02727237200087984,0.24737689365339918,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
30,,spk_1122,,01bce8ab0f91b99340d12a6ab714a52856b31280c10bb779c4a28d3830880666,England English,common_voice_en_18712202.mp3,4.392,1.3216516060001595,1.2945514860002731,0.027100119999886374,0.30092249681242245,23,False,audio_load_to_text_decode_end_to_end_pipeline,success,
31,,spk_0171,,bc79ce1c5da33e53206736767b2ee356ff14c8b75c3e6787b9f1f4749fd7f018,England English,common_voice_en_675469.mp3,8.256,0.9970388560013816,0.9492122659994493,0.047826590001932345,0.12076536531024487,10,False,audio_load_to_text_decode_end_to_end_pipeline,success,
32,,spk_1502,,ff96fa2139b2c10b52c4217b93c489d98b6b77e12b7e3a28226c61f818bfda31,England English,common_voice_en_599253.mp3,4.032,1.1331394289991294,1.1076473590001115,0.025492069999017986,0.28103656473192695,17,False,audio_load_to_text_decode_end_to_end_pipeline,success,
33,,spk_1483,,1e64d08d4caff31c4a350e8fee8f560f0cf49540efe4313a140b21789d24640f,England English,common_voice_en_19677069.mp3,5.664,1.1704797460006375,1.137390799000059,0.03308894700057863,0.20665249752836115,17,False,audio_load_to_text_decode_end_to_end_pipeline,success,
34,,spk_1272,,02da02f8343391f6190a77f2a4ded0c200b33529bf7a91fd8d803fa2862d8cc6,England English,common_voice_en_18739948.mp3,5.04,1.072232084999996,1.0426642020011059,0.029567882998890127,0.21274446130952301,15,False,audio_load_to_text_decode_end_to_end_pipeline,success,
35,,spk_1213,,0cfd154307dca1ec33293ade236b8266eaa90abaff5fb63495602368ca7e93a8,England English,common_voice_en_19028347.mp3,6.72,1.7157193500006542,1.6778941610009497,0.03782518899970455,0.2553153794643831,24,False,audio_load_to_text_decode_end_to_end_pipeline,success,
36,,spk_0441,,0ed8d8823a634fd574b280ccceb59d0a13e715b742d33f912dbc042e86d45220,England English,common_voice_en_19114948.mp3,5.304,1.6791817199991783,1.6165029169987974,0.06267880300038087,0.3165878054297093,16,False,audio_load_to_text_decode_end_to_end_pipeline,success,
37,,spk_0241,,ad4ced20eed03fba3d861c4b0c046977547d53e30d7ba577e10e4bc196a04c64,England English,common_voice_en_18354721.mp3,3.504,1.457543025000632,1.4183559409993904,0.0391870840012416,0.41596547517141325,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
38,,spk_1249,,fd9382c678797882fb9cb4ff13156b5c,England English,common_voice_en_17255643.mp3,5.664,0.8861224520005635,0.8546139439986291,0.03150850800193439,0.15644817302269837,17,False,audio_load_to_text_decode_end_to_end_pipeline,success,
39,,spk_0733,,be19afd10cfc0880d41a5a401a529bd9e0407ca936483d74f25aa926ea975c62,England English,common_voice_en_565864.mp3,7.176,1.3458478060001653,1.3090721639982803,0.03677564200188499,0.18754846794874097,25,False,audio_load_to_text_decode_end_to_end_pipeline,success,
40,,spk_0567,,09fc8ca7816d20588c504d05e41f08cf,England English,common_voice_en_17271135.mp3,3.336,0.6155050620000111,0.5965013640015968,0.019003697998414282,0.18450391546762923,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
41,,spk_0436,,6bd6f05996da7e9b569eef2d1d0aef5f651432bd4617d4971f02a847234bc6ca,England English,common_voice_en_23417661.mp3,5.904,1.0720701610007382,1.040549170000304,0.03152099100043415,0.1815836993564936,15,False,audio_load_to_text_decode_end_to_end_pipeline,success,
42,,spk_1315,,a2492f87563968e80f707ead8ed0dfc5875e0ec17b4fda7a865da082fa156c1e,England English,common_voice_en_21007.mp3,3.336,0.8142564089994266,0.7916565300001821,0.022599878999244538,0.24408165737392887,14,False,audio_load_to_text_decode_end_to_end_pipeline,success,
43,,spk_0304,,2f97f63fbf731016015579794b06105a934bd81f964029c5b91ee15a1675e21d,England English,common_voice_en_20106626.mp3,4.056,1.1657679580002878,1.1409261139997398,0.024841844000548008,0.28741813560164886,19,False,audio_load_to_text_decode_end_to_end_pipeline,success,
44,,spk_1489,,1718d0b8fd3e51ea1fe65afb041c063d63966b9fde10bc970933acece953af21,England English,common_voice_en_19501760.mp3,3.288,0.9619233970006462,0.9398363189993688,0.022087078001277405,0.2925557776765956,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
45,,spk_0383,,0f74503866b2f5d62acca71ae001c6a7e9b3359decc0958c12716c0ab913ad5c,England English,common_voice_en_19150918.mp3,5.352,1.0688019469998835,1.0372588430000178,0.03154310399986571,0.19970141012703352,15,False,audio_load_to_text_decode_end_to_end_pipeline,success,
46,,spk_0042,,3105f4dd2a240ab0c5ea46874b1cae03a929613f333c6e1011c84f13b5936633,England English,common_voice_en_533001.mp3,3.456,0.7412022709995654,0.7190231870008574,0.022179083998707938,0.2144682497105224,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
47,,spk_0472,,b1902da651063b75479d1e624033127e701ac0125dbf18a77c2cc8ba875fe1ee,England English,common_voice_en_18547137.mp3,3.528,0.983832308998899,0.9610387029988487,0.022793606000050204,0.2788640331629532,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
48,,spk_1575,,7e193bbca637c3b8456c99cffb14a990,England English,common_voice_en_17267429.mp3,3.096,1.3947895479996077,1.3570451100003993,0.03774443799920846,0.4505134198965141,10,False,audio_load_to_text_decode_end_to_end_pipeline,success,
49,,spk_1254,,26652929e4a5b4d86aff7b6898bc84fe81e591dbec788e7f4bf7afb104f543f6,England English,common_voice_en_536962.mp3,3.528,1.0776970820006682,1.0337836769995192,0.04391340500114893,0.30546969444463384,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
50,,spk_0733,,0e67e72e1b8fc9a633c31f8b865d9920cdab6952118aac32fbd65ed82182abf9,England English,common_voice_en_565775.mp3,3.192,1.6074215980006556,1.575687394999477,0.031734203001178685,0.5035781948623608,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
51,,spk_1095,,321848e1166b528f249a5ee1cf6f9e5378a1ffd5db6ad15b1fa750b1ebdba3be,England English,common_voice_en_518159.mp3,5.208,1.0970694379993802,1.0521213700012595,0.04494806799812068,0.21065081374796085,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
52,,spk_0174,,3866cda3af749053d13535777baa90d323b8b721218344f735eb06fbec9f3ab3,England English,common_voice_en_632619.mp3,2.328,0.9707893260001583,0.9498536179999064,0.020935708000251907,0.41700572422687215,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
53,,spk_1247,,c9e21fc39fb1314e4feba509a9bc6deff012f6e78259a4a4d14fe1b9d1f9787f,England English,common_voice_en_17752590.mp3,1.728,0.8937630139989778,0.879929919999995,0.013833093998982804,0.5172239664345937,7,False,audio_load_to_text_decode_end_to_end_pipeline,success,
54,,spk_0411,,1bf02f3314ae3789efb10bbed7814469942665e0067bb99e6cc6f52b79f2cfe5,England English,common_voice_en_19635950.mp3,7.68,1.3283599970000068,1.2786788619996514,0.049681135000355425,0.17296354127604258,23,False,audio_load_to_text_decode_end_to_end_pipeline,success,
55,,spk_0969,,b2a3db858e7d879d6dcb5ec53c53bde661a4f898c9f7ff07e6c1188987650a93,England English,common_voice_en_130041.mp3,4.584,0.817480190000424,0.7924800149994553,0.02500017500096874,0.17833337478194244,15,False,audio_load_to_text_decode_end_to_end_pipeline,success,
56,,spk_0241,,2f58a017c6eb253d7f8865608e0c14a559972a91d4c1b41f567bc45afc75f420,England English,common_voice_en_18354722.mp3,5.544,1.0961116409998795,1.064500484000746,0.03161115699913353,0.19771133495668822,16,False,audio_load_to_text_decode_end_to_end_pipeline,success,
57,,spk_0406,,b7acfc8f1767d19c8de786186cdc1bdbf771f92da0c49339addf6fef2910ba0a,England English,common_voice_en_17400454.mp3,3.24,0.9831482379995578,0.9605642869992153,0.022583951000342495,0.3034408141973943,10,False,audio_load_to_text_decode_end_to_end_pipeline,success,
58,,spk_1412,,767f4ab649683c81201b9b98ec719a1e7dd590ca8f2cb1dd7772d144c3caff49,England English,common_voice_en_17390140.mp3,3.528,0.7690940759985097,0.7433028609993926,0.025791214999117074,0.2179971870744075,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
59,,spk_0440,,c21c942a905b5f91fee7b2969d8c2111c602400d33878a8f1568d44f84878dbb,England English,common_voice_en_17522732.mp3,4.368,1.1485646339988307,1.1098464349997812,0.03871819899904949,0.2629497788458861,15,False,audio_load_to_text_decode_end_to_end_pipeline,success,
60,,spk_0567,,ba2b39f6b62a214f193512cd00750f75,England English,common_voice_en_17271120.mp3,6.336,1.3639863959997456,1.3264707529997395,0.037515643000006094,0.21527563068177802,18,False,audio_load_to_text_decode_end_to_end_pipeline,success,
61,,spk_0863,,317c6928c294b518e2ed26b7f086ec9d,England English,common_voice_en_17266900.mp3,4.272,1.617653839999548,1.57976425599918,0.037889584000367904,0.37866428838940724,14,False,audio_load_to_text_decode_end_to_end_pipeline,success,
62,,spk_0319,,0c87bc9d5f8587d092d840bb73508c6048d31d91a161e44246199836c38462e4,England English,common_voice_en_19014152.mp3,5.088,1.750995401000182,1.7096596640003554,0.04133573699982662,0.3441421778695326,15,False,audio_load_to_text_decode_end_to_end_pipeline,success,
63,,spk_1385,,1ddcd5297fa32d73ee4aa6f36bd582cf8da386aa1122ff9873adca79e4c24c6b,England English,common_voice_en_19670365.mp3,5.304,0.9602841070009163,0.9122370290006074,0.04804707800030883,0.18104903978146988,14,False,audio_load_to_text_decode_end_to_end_pipeline,success,
64,,spk_0913,,e567c083423aae23822caab255345a6d1011f196cf37758058eba12c2888806f,England English,common_voice_en_69146.mp3,2.136,0.8717764590001025,0.8560397190012736,0.015736739998828853,0.40813504634836256,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
65,,spk_0962,,85dc4f338d366ba37feb6cdd684012eb32f92bb0840ae879ec19232bb04ebddf,England English,common_voice_en_17806923.mp3,4.368,0.9010489989996131,0.8747510470002453,0.026297951999367797,0.2062841114925854,18,False,audio_load_to_text_decode_end_to_end_pipeline,success,
66,,spk_0646,,18776f5e406fc48e39dbb27e97ddccb24385fe2572ca0f11ce17e8d719ba794d,England English,common_voice_en_19544994.mp3,2.976,0.9931459439994796,0.9716419559990754,0.021503988000404206,0.33371839516111546,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
67,,spk_1471,,697e2e297a5c79c7d9a34ae20d45eef49f84854ccb60dc44e2eb911498224ae2,England English,common_voice_en_694184.mp3,4.68,0.7194996480011469,0.6940661379994708,0.02543351000167604,0.1537392410258861,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
68,,spk_0744,,ed1d3031bc49734f5b4f9f364c8f4a48,England English,common_voice_en_17264825.mp3,5.568,1.1577022179990308,1.1247468319998006,0.0329553859992302,0.20792065696821677,18,False,audio_load_to_text_decode_end_to_end_pipeline,success,
69,,spk_0553,,ca410d849dfaa010b34681a84cd481d140fcc27299389432dc240ef7314417b5,England English,common_voice_en_378934.mp3,2.712,0.8754654130007111,0.844155115999456,0.031310297001255094,0.32281173045748934,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
70,,spk_1253,,6cb890ea6f2d1bb9201643c19a04d2823152af78ec09da02acc5673f55c9ed28,England English,common_voice_en_2328841.mp3,4.392,0.7212957459996687,0.6963693309990049,0.024926415000663837,0.1642294503642233,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
71,,spk_0453,,2031e8577f2834b890539983cc2cbef0933a93bbf9b1b795a46803bc87626460,England English,common_voice_en_19705998.mp3,8.016,1.2562013879996812,1.2145180429997708,0.04168334499991033,0.15671174999996024,21,False,audio_load_to_text_decode_end_to_end_pipeline,success,
72,,spk_1062,,07130dcdfcbe6ac70ff6eec0825e46b0a52c7fd2c2db94e757ba6eb63252c32e,England English,common_voice_en_507754.mp3,2.712,0.7066539770003146,0.687655404999532,0.018998572000782588,0.26056562573757913,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
73,,spk_0411,,1db2ff84bee373ae107ba696d198fbe36fb13a2950cd21901bad8e1378ad4524,England English,common_voice_en_19667269.mp3,6.768,1.5052786500000366,1.469832905999283,0.03544574400075362,0.22241114804965081,26,False,audio_load_to_text_decode_end_to_end_pipeline,success,
74,,spk_0844,,b74df26dfff7ceadb1d9cbd4881ca861adf879d14f615d91a0ddde45e3509b4b,England English,common_voice_en_151021.mp3,3.408,1.5429948609998974,1.5053714099994977,0.037623451000399655,0.452756708039876,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
75,,spk_0445,,2582cb3cf590656443f1aa966d58f117bfb4108c9f536ca448ccfe455710f11b,England English,common_voice_en_18358765.mp3,2.592,1.4577647979986068,1.42782888200054,0.029935915998066776,0.5624092584871168,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
76,,spk_0859,,a547b3afb72c2351da498d43ecf64a2972530c18d299b19d4be8a92e7654f229,England English,common_voice_en_17747976.mp3,5.016,1.5319705789988802,1.4880191049996938,0.04395147399918642,0.3054167820970654,22,False,audio_load_to_text_decode_end_to_end_pipeline,success,
77,,spk_1578,,e4a0940769b7aa2773bd4ea62064ec73acb1e43a6afa1a775c0eb96cee105110,England English,common_voice_en_536327.mp3,8.424,1.0188427289995161,0.9747792779999145,0.04406345099960163,0.1209452432335608,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
78,,spk_1373,,26f066762943d76e96d756efc0aee464e1e342b69677e6ab02595b17aa1ab645,England English,common_voice_en_19843700.mp3,6.288,1.275978200001191,1.239538926000023,0.03643927400116809,0.20292274173046929,23,False,audio_load_to_text_decode_end_to_end_pipeline,success,
79,,spk_0540,,bf7ed88f4c02a9b680cd5361d0fdcae9ad6d714aadae90b9d6e0dd1ba6741a6c,England English,common_voice_en_17942184.mp3,3.432,1.0398072070001945,1.0182725869999558,0.021534620000238647,0.30297412791380957,14,False,audio_load_to_text_decode_end_to_end_pipeline,success,
80,,spk_1248,,de09a89b4aaddd426bafa72ffb93543e416dc41b3249bc288e13db5427595e65,England English,common_voice_en_155740.mp3,4.056,0.9770768710004631,0.9543263129999104,0.0227505580005527,0.24089666444784594,20,False,audio_load_to_text_decode_end_to_end_pipeline,success,
81,,spk_0746,,bcef267f5ff51ed1c82b9124c5b0abd0bafb280b417a844bac08139b9b90d4ad,England English,common_voice_en_127972.mp3,5.376,1.265351408999777,1.2355009670009167,0.029850441998860333,0.2353704257812085,21,False,audio_load_to_text_decode_end_to_end_pipeline,success,
82,,spk_1221,,300bfc20bb24e57d350776a4e7fafb58088902e654008773d227e51fa66b286a,England English,common_voice_en_79191.mp3,1.896,0.8794428670007619,0.8620103699995525,0.017432497001209413,0.46384117457846097,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
83,,spk_0642,,1b447bcc222d423022f436eae33577d9f16d11908ef2dc34fda6e157bbc5b3e5,England English,common_voice_en_19622144.mp3,4.632,1.1373505709998426,1.1077812580006139,0.029569312999228714,0.24554200582898159,17,False,audio_load_to_text_decode_end_to_end_pipeline,success,
84,,spk_1465,,af2c666292a6df9dc811c71b72d6280c19a8620895037fc8b8f0b318ba7e643f,England English,common_voice_en_205639.mp3,2.52,0.6272025749985914,0.6075619040002493,0.019640670998342102,0.24888991071372676,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
85,,spk_0996,,8d2b3e235f90b9161a8c3fa2fc86c8516d106400570d12805bc94b7ca5cd600c,England English,common_voice_en_17147432.mp3,7.584,1.8331092260013975,1.7890005489989562,0.044108677002441254,0.24170744013731507,34,False,audio_load_to_text_decode_end_to_end_pipeline,success,
86,,spk_0931,,3271189e95b2e3ab9a867953a87e7eec403250e9bf3d0031a99d7621cd2d936c,England English,common_voice_en_484213.mp3,3.264,1.4870199619999767,1.443225976998292,0.04379398500168463,0.4555820962009733,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
87,,spk_0147,,e931746aa18b96afbccffa701e9ee43819a21839a2535145b1368db8d2e30f06,England English,common_voice_en_698441.mp3,2.232,1.5048034459996416,1.4774786620000668,0.02732478399957472,0.6741950922937462,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
88,,spk_0010,,2409bc921aa7e6341c068e7a7215a365f75ef48376a766bf3576bafd02b0987c,England English,common_voice_en_519920.mp3,4.2,1.1569536080005491,1.1253035770005226,0.0316500310000265,0.2754651447620355,17,False,audio_load_to_text_decode_end_to_end_pipeline,success,
89,,spk_1183,,20e51a7627b3b80bfeb90f8e8109c9f30e182ecded97fbb11371425c1e852451,England English,common_voice_en_19720454.mp3,8.352,1.4239021049997973,1.3746046230007778,0.04929748199901951,0.17048636314652746,27,False,audio_load_to_text_decode_end_to_end_pipeline,success,
90,,spk_0691,,f0d17aad71c64030da9124c58bd1f455f4d6481cdb17b0105a24dd945e172b42,England English,common_voice_en_18472300.mp3,2.976,0.6213618629990378,0.6030118680009764,0.018349994998061447,0.20879094858838637,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
91,,spk_1521,,1d870b0b7e75ba4ecf1303dd79c57cf1efcc4d0f397fccc7300dc0bbd7eead56,England English,common_voice_en_19665638.mp3,5.928,1.1545512509983382,1.1229120640000474,0.031639186998290825,0.19476235678109619,18,False,audio_load_to_text_decode_end_to_end_pipeline,success,
92,,spk_0432,,1d0dacebf9419fe2d5459c69407c186c5fd4bb593cdf551c6790199d55b0de80,England English,common_voice_en_19654535.mp3,4.392,0.7501723050008877,0.7229196359985508,0.027252669002336916,0.17080425887998352,13,False,audio_load_to_text_decode_end_to_end_pipeline,success,
93,,spk_0538,,3846489506fc5b396951e3f9c6e7f8227cb45b1167a55e6a6e981afb05d82247,England English,common_voice_en_78713.mp3,2.496,1.008569063998948,0.9895164649988146,0.01905259900013334,0.40407414423034776,12,False,audio_load_to_text_decode_end_to_end_pipeline,success,
94,,spk_1297,,d794bf9afff4506682167f649e3f15ab2834a1adb8269b018adb76d7e34b9ea6,England English,common_voice_en_678012.mp3,4.104,1.147583758998735,1.116896909001298,0.030686849997437093,0.27962567227064694,18,False,audio_load_to_text_decode_end_to_end_pipeline,success,
95,,spk_1468,,90ec9f8f35a7eecd27d8ed30aa7d489a9fdc49cd3a0831d430968315517a2661,England English,common_voice_en_51135.mp3,1.752,0.8877436070015392,0.8736598480008979,0.014083759000641294,0.506702972032842,8,False,audio_load_to_text_decode_end_to_end_pipeline,success,
96,,spk_1254,,afd37707edd3cf63a1b948aa04e1546bc0e246ef73c7953559ad25d9c1700a13,England English,common_voice_en_536999.mp3,2.856,0.9292447739990166,0.9104450899994845,0.018799683999532135,0.32536581722654645,10,False,audio_load_to_text_decode_end_to_end_pipeline,success,
97,,spk_1517,,31d4125b8febdaf8f29569d7d3cf3aca5c12b55fdc3c0814b644eca728a8cb86,England English,common_voice_en_3519.mp3,5.04,0.8842728479994548,0.8512494049991801,0.03302344300027471,0.17545096190465373,17,False,audio_load_to_text_decode_end_to_end_pipeline,success,
98,,spk_0441,,0ed65249fd663a73a36aa9678aef00234d585537a52e61f24a969ce9a95c5a86,England English,common_voice_en_19114956.mp3,3.504,1.0125038219994167,0.9838084330003767,0.028695388999040006,0.28895657020531296,11,False,audio_load_to_text_decode_end_to_end_pipeline,success,
99,,spk_0772,,3b5f37eac5fd242f91c1edabaaba4aa22cb5020ca2dea65431cd300277c8be8a,England English,common_voice_en_120230.mp3,2.256,1.375131347000206,1.3405745920008485,0.03455675499935751,0.6095440367908715,9,False,audio_load_to_text_decode_end_to_end_pipeline,success,
