sample_index,id,sample_id,client_id,sentence_id,primary_accent,clip,audio_duration_sec,whisper_runtime_sec,whisper_generation_runtime_sec,whisper_prepost_overhead_sec,whisper_generated_token_count,whisper_generation_limit_reached,asr_status,asr_error,nllb_runtime_sec,nllb_generation_runtime_sec,nllb_prepost_overhead_sec,nllb_generated_token_count,nllb_generation_limit_reached,mt_status,mt_error,cascade_stage_sum_runtime_sec,cascade_generation_sum_runtime_sec,cascade_realtime_factor,runtime_scope,cascade_status,cascade_error
0,sample_0001,spk_1329,,011490baf5692eb45577c9673689ba64ea5042f8ed216fa3af3d2f5cdd6bdbdc,England English,common_voice_en_470969.mp3,3.624,0.78880685599961,0.6695727579999584,0.11923409799965157,10.0,False,success,,0.38791037300052267,0.38202134299990576,0.005889030000616913,14.0,False,success,,1.1767172290001326,1.0515941009998642,0.3247012221302794,staged_whisper_pipeline_plus_nllb_pipeline,success,
1,sample_0002,spk_1385,,1de2845a12b84bcdfad2a954b83e79e5a54064eae0bce7da51d8576d19c483c3,England English,common_voice_en_19670219.mp3,9.264,0.908649209000032,0.8563704920006785,0.05227871699935349,19.0,False,success,,0.7220198040004107,0.7207749189992683,0.0012448850011423929,31.0,False,success,,1.6306690130004426,1.5771454109999468,0.17602213007345022,staged_whisper_pipeline_plus_nllb_pipeline,success,
2,sample_0003,spk_0337,,4933d68ff7a8bed9b55641bd748c0a15,England English,common_voice_en_17262688.mp3,2.016,0.4413953829998718,0.41769712999939657,0.023698253000475233,5.0,False,success,,0.19043748500007496,0.1894047200003115,0.001032764999763458,8.0,False,success,,0.6318328679999468,0.6071018499997081,0.3134091607142593,staged_whisper_pipeline_plus_nllb_pipeline,success,
3,sample_0004,spk_1445,,0dabc6a9640a139f548310fdd8306873589727eac1b58459182d8dab32276675,England English,common_voice_en_19057705.mp3,4.584,0.6669641179996688,0.6416419659999519,0.02532215199971688,12.0,False,success,,0.4874205259993687,0.4862247910004953,0.0011957349988733768,16.0,False,success,,1.1543846439990375,1.1278667570004473,0.2518291108200344,staged_whisper_pipeline_plus_nllb_pipeline,success,
4,sample_0005,spk_1337,,ad82860cbbd707b2ef54935f72957bdb744a9034e5e7dba0dc3d9523503162ff,England English,common_voice_en_48612.mp3,2.808,0.5753174279998348,0.5508075329998974,0.024509894999937387,9.0,False,success,,0.3201347989997885,0.3190974949993688,0.001037304000419681,11.0,False,success,,0.8954522269996232,0.8699050279992662,0.31889324323348406,staged_whisper_pipeline_plus_nllb_pipeline,success,
5,sample_0006,spk_0175,,c3a9f2dea7a7cb101a9fc643bcf85da5cfefa11dba136a7d62cf689a6ef0b6c7,England English,common_voice_en_18166047.mp3,3.312,0.4553968519994669,0.43183745500027726,0.02355939699918963,5.0,False,success,,0.25406263700006093,0.2531316249996962,0.0009310120003647171,9.0,False,success,,0.7094594889995278,0.6849690799999735,0.21420878291048545,staged_whisper_pipeline_plus_nllb_pipeline,success,
6,sample_0007,spk_0528,,d15f1e30bbd05c07461d11ac4192a9393a8aa82a00571cdbf3db8e6d46acc7fd,England English,common_voice_en_11812839.mp3,3.384,0.4844260879999638,0.46009752900044987,0.024328558999513916,6.0,False,success,,0.41015245499966113,0.40837023199947,0.001782223000191152,13.0,False,success,,0.8945785429996249,0.8684677609999198,0.26435536140650856,staged_whisper_pipeline_plus_nllb_pipeline,success,
7,sample_0008,spk_0987,,e4a25857d6ab2440d1fd4ddcc7b8102ce1e01d833a171d176b33296925d9a2ce,England English,common_voice_en_17847613.mp3,3.624,0.5986055190005573,0.5747304739998071,0.023875045000750106,7.0,False,success,,0.37182230899998103,0.3707496440001705,0.0010726649998105131,12.0,False,success,,0.9704278280005383,0.9454801179999777,0.2677780982341441,staged_whisper_pipeline_plus_nllb_pipeline,success,
8,sample_0009,spk_0608,,fd71dabc355603f69effef286b876383e7c457b9a4300dc3a9007232d3c1e3a0,England English,common_voice_en_17252567.mp3,2.304,0.513117169999532,0.48306687900003453,0.03005029099949752,5.0,False,success,,0.2730738720001682,0.27213169100014056,0.0009421810000276309,9.0,False,success,,0.7861910419997002,0.7551985700001751,0.3412287508679255,staged_whisper_pipeline_plus_nllb_pipeline,success,
9,sample_0010,spk_1355,,83554214cfcb106ab5802e28948d01c946423853b5c7849cce8d23f54662e63e,England English,common_voice_en_17699256.mp3,3.12,0.6369091970000227,0.6103576909999902,0.026551506000032532,7.0,False,success,,0.4771366750001107,0.47447068600013154,0.002665988999979163,17.0,False,success,,1.1140458720001334,1.0848283770001217,0.3570659846154274,staged_whisper_pipeline_plus_nllb_pipeline,success,
10,sample_0011,spk_0937,,5414a3dd05e8139e85e836fe78ffa5a0000e0209af2ca73190ecbb01a1f67a6a,England English,common_voice_en_674206.mp3,2.784,0.6343534669995279,0.605452398000125,0.028901068999402924,7.0,False,success,,0.3159317959998589,0.31470690599962836,0.0012248900002305163,10.0,False,success,,0.9502852629993868,0.9201593039997533,0.34133809734173376,staged_whisper_pipeline_plus_nllb_pipeline,success,
11,sample_0012,spk_0392,,a81db92c9202c9ede2df61532cf40d55,England English,common_voice_en_17265534.mp3,4.776,1.1014158689995384,1.0720245499996963,0.029391318999842042,17.0,False,success,,0.5220621790003861,0.5209871560000465,0.00107502300033957,16.0,False,success,,1.6234780479999245,1.5930117059997428,0.3399242144053443,staged_whisper_pipeline_plus_nllb_pipeline,success,
12,sample_0013,spk_1330,,69bc7bb74f1be523a79a74d07b7998bac00a2587507052993b79a153ebd4b929,England English,common_voice_en_148713.mp3,8.976,0.8996072800000547,0.8583302710003409,0.04127700899971387,18.0,False,success,,0.4860823409999284,0.48388962900025945,0.0021927119996689726,21.0,False,success,,1.3856896209999832,1.3422199000006003,0.15437718594028332,staged_whisper_pipeline_plus_nllb_pipeline,success,
13,sample_0014,spk_0274,,8cfe3ee51896970bcb7afc67f7ff9a76b25dc6946e32a50fee558519b7a01816,England English,common_voice_en_18087457.mp3,3.456,0.5825719090007624,0.5604099479996876,0.022161961001074815,9.0,False,success,,0.3755518509997273,0.3743211329992846,0.001230718000442721,16.0,False,success,,0.9581237600004897,0.9347310809989722,0.27723488425940096,staged_whisper_pipeline_plus_nllb_pipeline,success,
14,sample_0015,spk_0977,,b91243d7818613721bfcf7a89f2258e5044377e653b06856bc2460460fcc5c7d,England English,common_voice_en_690562.mp3,2.664,0.5703916440006651,0.5470372009995117,0.023354443001153413,8.0,False,success,,0.2712714250001227,0.26997125600064464,0.0013001689994780463,12.0,False,success,,0.8416630690007878,0.8170084570001563,0.31593959046576114,staged_whisper_pipeline_plus_nllb_pipeline,success,
15,sample_0016,spk_1311,,df3c337cd0fc8c91aed58b60513e38b70359bc4678a0484a03cff550080b483d,England English,common_voice_en_637849.mp3,2.52,0.5405612040003689,0.5171097709999231,0.02345143300044583,8.0,False,success,,0.2686185749998913,0.26753931299936085,0.0010792620005304343,12.0,False,success,,0.8091797790002602,0.7846490839992839,0.32110308690486516,staged_whisper_pipeline_plus_nllb_pipeline,success,
16,sample_0017,spk_0416,,58b17801e3ab5dd995c18314ae7fb663d7a7d563a95cee67914604bfed3b687f,England English,common_voice_en_18474958.mp3,3.816,0.6020539800001643,0.5774426999996649,0.02461128000049939,9.0,False,success,,0.2910611440001958,0.28776199000003544,0.0032991540001603425,12.0,False,success,,0.8931151240003601,0.8652046899997003,0.234044843815608,staged_whisper_pipeline_plus_nllb_pipeline,success,
17,sample_0018,spk_0661,,927bf3ff7ec4a9cddaf16533df87ea8e9a73e609290ff07b9bd3e9ca811d4717,England English,common_voice_en_319540.mp3,2.76,0.5052936590000172,0.4826367900004698,0.02265686899954744,7.0,False,success,,0.29694083200047316,0.2959500870001648,0.0009907450003083795,13.0,False,success,,0.8022344910004904,0.7785868770006346,0.29066467065235163,staged_whisper_pipeline_plus_nllb_pipeline,success,
18,sample_0019,spk_1160,,bafe6a43d11c5aab9911fef3c80b8ba5d579bbbb6ad12e356839993766d7702c,England English,common_voice_en_17586918.mp3,4.68,0.7487841100000878,0.7239059889998316,0.024878121000256215,14.0,False,success,,0.26537264499984303,0.26300915100000566,0.002363493999837374,12.0,False,success,,1.0141567549999309,0.9869151399998373,0.21670016132477157,staged_whisper_pipeline_plus_nllb_pipeline,success,
19,sample_0020,spk_1537,,182aaf3ff0c6885be02fa859703a3fdd5fef098c093c06a75f27d48840ab2e18,England English,common_voice_en_19534575.mp3,7.296,0.8039906390004035,0.7752212949999375,0.028769344000465935,15.0,False,success,,0.5814399760001834,0.5802685340004246,0.0011714419997588266,25.0,False,success,,1.3854306150005868,1.355489829000362,0.1898890645560015,staged_whisper_pipeline_plus_nllb_pipeline,success,
20,sample_0021,spk_0147,,114c527fd5338e110321992f1891b71afa10cec36763b44bce62733bab178c7a,England English,common_voice_en_698176.mp3,2.472,0.5711926180001683,0.5500860209995153,0.021106597000652982,9.0,False,success,,0.2668919129991991,0.26554202799979976,0.0013498849993993645,12.0,False,success,,0.8380845309993674,0.8156280489993151,0.33903095914213893,staged_whisper_pipeline_plus_nllb_pipeline,success,
21,sample_0022,spk_0857,,114c527fd5338e110321992f1891b71afa10cec36763b44bce62733bab178c7a,England English,common_voice_en_548502.mp3,2.664,0.5605255909995321,0.5384900369999741,0.022035553999558033,9.0,False,success,,0.26484575900030904,0.2622095699998681,0.002636189000440936,12.0,False,success,,0.8253713499998412,0.8006996069998422,0.3098240803302707,staged_whisper_pipeline_plus_nllb_pipeline,success,
22,sample_0023,spk_0916,,1a3614c3e7c744490fe984ff96cffd8d521610127f7aca155f7a9ab9ce59f6fa,England English,common_voice_en_19599203.mp3,8.976,0.9553373420003481,0.9246972500004631,0.030640091999885044,20.0,False,success,,0.49195829200016306,0.4905198750002455,0.0014384169999175356,21.0,False,success,,1.4472956340005112,1.4152171250007086,0.16124060093588582,staged_whisper_pipeline_plus_nllb_pipeline,success,
23,sample_0024,spk_0334,,2c2420f2951acf3c9f43fb2e9b314b2be57f4770498aa7ad4a01803f073aa90c,England English,common_voice_en_20001206.mp3,4.464,0.7341109540002435,0.707670146000055,0.026440808000188554,13.0,False,success,,0.3311436349995347,0.32991451700036123,0.001229117999173468,15.0,False,success,,1.0652545889997782,1.0375846630004162,0.2386323004031761,staged_whisper_pipeline_plus_nllb_pipeline,success,
24,sample_0025,spk_0563,,82e462e27c9dc46470fcf4dc66cf9bd02f52af7eace2c5ce936d04652f970aff,England English,common_voice_en_18343970.mp3,3.336,0.573689581000508,0.549238227999922,0.024451353000586096,9.0,False,success,,0.3977550439994957,0.3964526809995732,0.0013023629999224795,15.0,False,success,,0.9714446250000037,0.9456909089994952,0.2912004271582745,staged_whisper_pipeline_plus_nllb_pipeline,success,
25,sample_0026,spk_1516,,21ab88c247c6a72eab8675717b0c89cbbede062cf4e9c5982de5922ca86d713c,England English,common_voice_en_664895.mp3,4.32,0.9567346639996686,0.9322783000006893,0.024456363998979214,20.0,False,success,,0.39989778099970863,0.3986433300005956,0.0012544509991130326,18.0,False,success,,1.3566324449993772,1.330921630001285,0.31403528819430027,staged_whisper_pipeline_plus_nllb_pipeline,success,
26,sample_0027,spk_0449,,de08fecea1d4da54b4172f7a3a344a5be98408e2c4b46c8098fc62ede02af7f3,England English,common_voice_en_669158.mp3,2.76,0.5530334069999299,0.5300506359999417,0.022982770999988134,7.0,False,success,,0.24554171999989194,0.24460064499999135,0.000941074999900593,11.0,False,success,,0.7985751269998218,0.7746512809999331,0.2893388141303702,staged_whisper_pipeline_plus_nllb_pipeline,success,
27,sample_0028,spk_0982,,b9dc4e625afbadbd9c3f5e36e98d450e9eca71d0034583cf37339c163307829b,England English,common_voice_en_547812.mp3,2.904,0.645449364000342,0.6148946160001287,0.030554748000213294,8.0,False,success,,0.3112710010000228,0.3103090320000774,0.000961968999945384,13.0,False,success,,0.9567203650003648,0.9252036480002062,0.32944916150150305,staged_whisper_pipeline_plus_nllb_pipeline,success,
28,sample_0029,spk_1143,,1a8e989bf1f9d60c027bff097459535838af57390430f7c9815d85cf9ebc860c,England English,common_voice_en_125869.mp3,6.936,1.1558694299992567,1.1196175369996126,0.03625189299964404,18.0,False,success,,0.33502386400050455,0.3338393139993059,0.0011845500011986587,15.0,False,success,,1.4908932939997612,1.4534568509989185,0.2149500135524454,staged_whisper_pipeline_plus_nllb_pipeline,success,
29,sample_0030,spk_0495,,26aa98eaec6631fd11de4995fb41dbfd73a99c2531fac138deacff0d0ce22e1d,England English,common_voice_en_19831855.mp3,4.128,0.6861952489998657,0.6507295299998077,0.035465719000058016,9.0,False,success,,0.30870708499969624,0.30622561600011977,0.002481468999576464,14.0,False,success,,0.994902333999562,0.9569551459999275,0.24101316230609543,staged_whisper_pipeline_plus_nllb_pipeline,success,
30,sample_0031,spk_1122,,01bce8ab0f91b99340d12a6ab714a52856b31280c10bb779c4a28d3830880666,England English,common_voice_en_18712202.mp3,4.392,1.0156052040001669,0.9836443120002514,0.031960891999915475,14.0,False,success,,0.4231981849998192,0.4213443710004867,0.0018538139993324876,18.0,False,success,,1.438803388999986,1.404988683000738,0.32759640004553414,staged_whisper_pipeline_plus_nllb_pipeline,success,
31,sample_0032,spk_0171,,bc79ce1c5da33e53206736767b2ee356ff14c8b75c3e6787b9f1f4749fd7f018,England English,common_voice_en_675469.mp3,8.256,0.8292266179996659,0.7933582430005117,0.035868374999154184,16.0,False,success,,0.44532257199989544,0.4442547910002759,0.001067780999619572,20.0,False,success,,1.2745491899995613,1.2376130340007876,0.15437853561041198,staged_whisper_pipeline_plus_nllb_pipeline,success,
32,sample_0033,spk_1502,,ff96fa2139b2c10b52c4217b93c489d98b6b77e12b7e3a28226c61f818bfda31,England English,common_voice_en_599253.mp3,4.032,0.6847979510002915,0.6607791960004761,0.024018754999815428,12.0,False,success,,0.422854830999313,0.42178092099948117,0.0010739099998318125,18.0,False,success,,1.1076527819996045,1.0825601169999572,0.2747154717260924,staged_whisper_pipeline_plus_nllb_pipeline,success,
33,sample_0034,spk_1483,,1e64d08d4caff31c4a350e8fee8f560f0cf49540efe4313a140b21789d24640f,England English,common_voice_en_19677069.mp3,5.664,0.7151387530002467,0.6888080070002616,0.026330745999985083,13.0,False,success,,0.4078121339998688,0.4066901370006235,0.0011219969992453116,18.0,False,success,,1.1229508870001155,1.095498144000885,0.19826110293081137,staged_whisper_pipeline_plus_nllb_pipeline,success,
34,sample_0035,spk_1272,,02da02f8343391f6190a77f2a4ded0c200b33529bf7a91fd8d803fa2862d8cc6,England English,common_voice_en_18739948.mp3,5.04,0.7898530909997135,0.7612943079993784,0.028558783000335097,15.0,False,success,,0.43468785300046875,0.4336229390000881,0.0010649140003806679,19.0,False,success,,1.2245409440001822,1.1949172469994664,0.24296447301590918,staged_whisper_pipeline_plus_nllb_pipeline,success,
35,sample_0036,spk_1213,,0cfd154307dca1ec33293ade236b8266eaa90abaff5fb63495602368ca7e93a8,England English,common_voice_en_19028347.mp3,6.72,0.8219681979999223,0.7943555239999114,0.027612674000010884,16.0,False,success,,0.7255219379994742,0.7244067350002297,0.0011152029992445023,32.0,False,success,,1.5474901359993964,1.518762259000141,0.23028127023800543,staged_whisper_pipeline_plus_nllb_pipeline,success,
36,sample_0037,spk_0441,,0ed8d8823a634fd574b280ccceb59d0a13e715b742d33f912dbc042e86d45220,England English,common_voice_en_19114948.mp3,5.304,0.7889381300001332,0.7624799539999003,0.026458176000232925,15.0,False,success,,0.2557031129999814,0.2546811640004307,0.0010219489995506592,11.0,False,success,,1.0446412430001146,1.017161118000331,0.19695347718705025,staged_whisper_pipeline_plus_nllb_pipeline,success,
37,sample_0038,spk_0241,,ad4ced20eed03fba3d861c4b0c046977547d53e30d7ba577e10e4bc196a04c64,England English,common_voice_en_18354721.mp3,3.504,0.5818305700004203,0.554842094000378,0.026988476000042283,9.0,False,success,,0.29644938099954743,0.2954249060003349,0.0010244749992125435,8.0,False,success,,0.8782799509999677,0.8502670000007129,0.2506506709474794,staged_whisper_pipeline_plus_nllb_pipeline,success,
38,sample_0039,spk_1249,,fd9382c678797882fb9cb4ff13156b5c,England English,common_voice_en_17255643.mp3,5.664,0.6804922110004554,0.654039193999779,0.026453017000676482,12.0,False,success,,0.5250828150001325,0.5240157939997516,0.0010670210003809188,18.0,False,success,,1.205575026000588,1.1780549879995306,0.21284869809332416,staged_whisper_pipeline_plus_nllb_pipeline,success,
39,sample_0040,spk_0733,,be19afd10cfc0880d41a5a401a529bd9e0407ca936483d74f25aa926ea975c62,England English,common_voice_en_565864.mp3,7.176,0.8827489070008596,0.8541030520000277,0.028645855000831943,18.0,False,success,,0.6764451629996984,0.6749537449995842,0.0014914180001142086,22.0,False,success,,1.559194070000558,1.5290567969996118,0.21727899526206215,staged_whisper_pipeline_plus_nllb_pipeline,success,
40,sample_0041,spk_0567,,09fc8ca7816d20588c504d05e41f08cf,England English,common_voice_en_17271135.mp3,3.336,0.5697795400001269,0.5477959690006173,0.02198357099950954,9.0,False,success,,0.23829208400002244,0.23705861500002356,0.0012334689999988768,8.0,False,success,,0.8080716240001493,0.7848545840006409,0.24222770503601598,staged_whisper_pipeline_plus_nllb_pipeline,success,
41,sample_0042,spk_0436,,6bd6f05996da7e9b569eef2d1d0aef5f651432bd4617d4971f02a847234bc6ca,England English,common_voice_en_23417661.mp3,5.904,0.7514909550000084,0.7248672199993962,0.026623735000612214,14.0,False,success,,0.3756865060004202,0.3746810410002581,0.0010054650001620757,13.0,False,success,,1.1271774610004286,1.0995482609996543,0.19091759163286393,staged_whisper_pipeline_plus_nllb_pipeline,success,
42,sample_0043,spk_1315,,a2492f87563968e80f707ead8ed0dfc5875e0ec17b4fda7a865da082fa156c1e,England English,common_voice_en_21007.mp3,3.336,0.6331888149998122,0.6097140510000827,0.023474763999729475,10.0,False,success,,0.5151371889996881,0.5139819870000792,0.0011552019996088347,18.0,False,success,,1.1483260039995002,1.123696038000162,0.3442224232612411,staged_whisper_pipeline_plus_nllb_pipeline,success,
43,sample_0044,spk_0304,,2f97f63fbf731016015579794b06105a934bd81f964029c5b91ee15a1675e21d,England English,common_voice_en_20106626.mp3,4.056,0.760879204000048,0.7351677690003271,0.02571143499972095,15.0,False,success,,0.7156033040000693,0.7145646129993111,0.0010386910007582628,22.0,False,success,,1.4764825080001174,1.4497323819996382,0.36402428698227746,staged_whisper_pipeline_plus_nllb_pipeline,success,
44,sample_0045,spk_1489,,1718d0b8fd3e51ea1fe65afb041c063d63966b9fde10bc970933acece953af21,England English,common_voice_en_19501760.mp3,3.288,0.6367761210003664,0.6079600520006352,0.028816068999731215,7.0,False,success,,0.2723145649997605,0.27113350400031777,0.0011810609994427068,12.0,False,success,,0.9090906860001269,0.879093556000953,0.2764874349148805,staged_whisper_pipeline_plus_nllb_pipeline,success,
45,sample_0046,spk_0383,,0f74503866b2f5d62acca71ae001c6a7e9b3359decc0958c12716c0ab913ad5c,England English,common_voice_en_19150918.mp3,5.352,0.8706334900007278,0.8340850959993986,0.03654839400132914,12.0,False,success,,0.4140003149996119,0.4117855980002787,0.0022147169993331772,18.0,False,success,,1.2846338050003396,1.2458706939996773,0.24002873785507092,staged_whisper_pipeline_plus_nllb_pipeline,success,
46,sample_0047,spk_0042,,3105f4dd2a240ab0c5ea46874b1cae03a929613f333c6e1011c84f13b5936633,England English,common_voice_en_533001.mp3,3.456,0.6112200770003255,0.5768446760002917,0.03437540100003389,7.0,False,success,,0.32136543300021003,0.3202072740004951,0.0011581589997149422,14.0,False,success,,0.9325855100005356,0.8970519500007867,0.26984534432885865,staged_whisper_pipeline_plus_nllb_pipeline,success,
47,sample_0048,spk_0472,,b1902da651063b75479d1e624033127e701ac0125dbf18a77c2cc8ba875fe1ee,England English,common_voice_en_18547137.mp3,3.528,0.7562119039994286,0.7234472109994385,0.032764692999990075,10.0,False,success,,0.27076463100002,0.2695824679994985,0.001182163000521541,12.0,False,success,,1.0269765349994486,0.993029678998937,0.2910931221653766,staged_whisper_pipeline_plus_nllb_pipeline,success,
48,sample_0049,spk_1575,,7e193bbca637c3b8456c99cffb14a990,England English,common_voice_en_17267429.mp3,3.096,0.6176777900000161,0.5846734929991726,0.03300429700084351,5.0,False,success,,0.20961522299967328,0.2085540869993565,0.0010611360003167647,9.0,False,success,,0.8272930129996894,0.7932275799985291,0.26721350549085576,staged_whisper_pipeline_plus_nllb_pipeline,success,
49,sample_0050,spk_1254,,26652929e4a5b4d86aff7b6898bc84fe81e591dbec788e7f4bf7afb104f543f6,England English,common_voice_en_536962.mp3,3.528,0.5612683130002551,0.5317399600007775,0.029528352999477647,8.0,False,success,,0.2406746540000313,0.2397420500001317,0.0009326039998995839,10.0,False,success,,0.8019429670002864,0.7714820100009092,0.2273080972223034,staged_whisper_pipeline_plus_nllb_pipeline,success,
50,sample_0051,spk_0733,,0e67e72e1b8fc9a633c31f8b865d9920cdab6952118aac32fbd65ed82182abf9,England English,common_voice_en_565775.mp3,3.192,0.5469950700007757,0.525080164999963,0.021914905000812723,8.0,False,success,,0.22729192600036185,0.22607883300042886,0.0012130929999329965,10.0,False,success,,0.7742869960011376,0.7511589980003919,0.2425711140354441,staged_whisper_pipeline_plus_nllb_pipeline,success,
51,sample_0052,spk_1095,,321848e1166b528f249a5ee1cf6f9e5378a1ffd5db6ad15b1fa750b1ebdba3be,England English,common_voice_en_518159.mp3,5.208,0.7047447570002987,0.6804230429997915,0.0243217140005072,12.0,False,success,,0.3464746739991824,0.34537651499977073,0.0010981589994116803,14.0,False,success,,1.0512194309994811,1.0257995579995622,0.20184704896303401,staged_whisper_pipeline_plus_nllb_pipeline,success,
52,sample_0053,spk_0174,,3866cda3af749053d13535777baa90d323b8b721218344f735eb06fbec9f3ab3,England English,common_voice_en_632619.mp3,2.328,0.4529945129997941,0.4303556770000796,0.0226388359997145,5.0,False,success,,0.22735845899933338,0.22636145500018756,0.000997003999145818,9.0,False,success,,0.6803529719991275,0.6567171320002672,0.2922478402058108,staged_whisper_pipeline_plus_nllb_pipeline,success,
53,sample_0054,spk_1247,,c9e21fc39fb1314e4feba509a9bc6deff012f6e78259a4a4d14fe1b9d1f9787f,England English,common_voice_en_17752590.mp3,1.728,0.5425824650001232,0.520481476999521,0.02210098800060223,7.0,False,success,,0.1927273179999247,0.19157102000008308,0.0011562979998416267,8.0,False,success,,0.7353097830000479,0.712052496999604,0.4255264947916944,staged_whisper_pipeline_plus_nllb_pipeline,success,
54,sample_0055,spk_0411,,1bf02f3314ae3789efb10bbed7814469942665e0067bb99e6cc6f52b79f2cfe5,England English,common_voice_en_19635950.mp3,7.68,0.8590915459999451,0.8283025890004865,0.030788956999458605,17.0,False,success,,0.624653476000276,0.6235158220006269,0.0011376539996490465,27.0,False,success,,1.483745022000221,1.4518184110011134,0.19319596640627879,staged_whisper_pipeline_plus_nllb_pipeline,success,
55,sample_0056,spk_0969,,b2a3db858e7d879d6dcb5ec53c53bde661a4f898c9f7ff07e6c1188987650a93,England English,common_voice_en_130041.mp3,4.584,0.6509895350000079,0.626136335999945,0.024853199000062887,11.0,False,success,,0.4162488060001124,0.4149082579997412,0.0013405480003712,18.0,False,success,,1.0672383410001203,1.0410445939996862,0.23281813721643113,staged_whisper_pipeline_plus_nllb_pipeline,success,
56,sample_0057,spk_0241,,2f58a017c6eb253d7f8865608e0c14a559972a91d4c1b41f567bc45afc75f420,England English,common_voice_en_18354722.mp3,5.544,0.6334038699997109,0.6067517060000682,0.026652163999642653,10.0,False,success,,0.36035080600049696,0.3590765979997741,0.001274208000722865,16.0,False,success,,0.9937546760002078,0.9658283039998423,0.17924867893221644,staged_whisper_pipeline_plus_nllb_pipeline,success,
57,sample_0058,spk_0406,,b7acfc8f1767d19c8de786186cdc1bdbf771f92da0c49339addf6fef2910ba0a,England English,common_voice_en_17400454.mp3,3.24,0.6780859439995766,0.6554309359999024,0.022655007999674126,12.0,False,success,,0.27103638800053886,0.2698454199999105,0.0011909680006283452,12.0,False,success,,0.9491223320001154,0.925276355999813,0.2929389913580603,staged_whisper_pipeline_plus_nllb_pipeline,success,
58,sample_0059,spk_1412,,767f4ab649683c81201b9b98ec719a1e7dd590ca8f2cb1dd7772d144c3caff49,England English,common_voice_en_17390140.mp3,3.528,0.5789251169999261,0.5537881899999775,0.025136926999948628,9.0,False,success,,0.31330347799939773,0.3103178350002054,0.0029856429991923505,13.0,False,success,,0.8922285949993238,0.8641060250001829,0.25289926162112353,staged_whisper_pipeline_plus_nllb_pipeline,success,
59,sample_0060,spk_0440,,c21c942a905b5f91fee7b2969d8c2111c602400d33878a8f1568d44f84878dbb,England English,common_voice_en_17522732.mp3,4.368,0.5892920739997862,0.5634225060002791,0.025869567999507126,9.0,False,success,,0.3783732860001692,0.3770685829995273,0.0013047030006418936,17.0,False,success,,0.9676653599999554,0.9404910889998064,0.22153510989009967,staged_whisper_pipeline_plus_nllb_pipeline,success,
60,sample_0061,spk_0567,,ba2b39f6b62a214f193512cd00750f75,England English,common_voice_en_17271120.mp3,6.336,0.7564239450002788,0.7305458229993746,0.025878122000904114,14.0,False,success,,0.5023009039996396,0.5009945120000339,0.0013063919996056939,22.0,False,success,,1.2587248489999183,1.2315403349994085,0.1986623814709467,staged_whisper_pipeline_plus_nllb_pipeline,success,
61,sample_0062,spk_0863,,317c6928c294b518e2ed26b7f086ec9d,England English,common_voice_en_17266900.mp3,4.272,0.5582550879998962,0.5313285980000728,0.02692648999982339,8.0,False,success,,0.18869597100001556,0.18740484199952334,0.0012911290004922193,8.0,False,success,,0.7469510589999118,0.7187334399995962,0.17484809433518533,staged_whisper_pipeline_plus_nllb_pipeline,success,
62,sample_0063,spk_0319,,0c87bc9d5f8587d092d840bb73508c6048d31d91a161e44246199836c38462e4,England English,common_voice_en_19014152.mp3,5.088,0.6549155269995026,0.6281211340001391,0.02679439299936348,10.0,False,success,,0.2734899709994352,0.2722096999996211,0.0012802709998140926,12.0,False,success,,0.9284054979989378,0.9003308339997602,0.18246963404067174,staged_whisper_pipeline_plus_nllb_pipeline,success,
63,sample_0064,spk_1385,,1ddcd5297fa32d73ee4aa6f36bd582cf8da386aa1122ff9873adca79e4c24c6b,England English,common_voice_en_19670365.mp3,5.304,0.7230808089998391,0.6933379769998282,0.02974283200001082,13.0,False,success,,0.3492807760003416,0.3456993429999784,0.0035814330003631767,15.0,False,success,,1.0723615850001806,1.0390373199998066,0.2021797860105921,staged_whisper_pipeline_plus_nllb_pipeline,success,
64,sample_0065,spk_0913,,e567c083423aae23822caab255345a6d1011f196cf37758058eba12c2888806f,England English,common_voice_en_69146.mp3,2.136,0.4824330050005301,0.4601393310003914,0.022293674000138708,5.0,False,success,,0.21462831200005894,0.21364638500017463,0.0009819269998843083,9.0,False,success,,0.697061317000589,0.673785716000566,0.3263395678841709,staged_whisper_pipeline_plus_nllb_pipeline,success,
65,sample_0066,spk_0962,,85dc4f338d366ba37feb6cdd684012eb32f92bb0840ae879ec19232bb04ebddf,England English,common_voice_en_17806923.mp3,4.368,0.7894536969997716,0.7557677080003486,0.03368598899942299,11.0,False,success,,0.40610664399991947,0.4047600229996533,0.0013466210002661683,18.0,False,success,,1.195560340999691,1.160527731000002,0.273708869276486,staged_whisper_pipeline_plus_nllb_pipeline,success,
66,sample_0067,spk_0646,,18776f5e406fc48e39dbb27e97ddccb24385fe2572ca0f11ce17e8d719ba794d,England English,common_voice_en_19544994.mp3,2.976,0.7632027520003248,0.7292133089995332,0.03398944300079165,9.0,False,success,,0.2980644979998033,0.2966501779992541,0.0014143200005491963,13.0,False,success,,1.0612672500001281,1.0258634869987873,0.35660861895165596,staged_whisper_pipeline_plus_nllb_pipeline,success,
